,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
995,29878773,https://www.airbnb.com/rooms/29878773,20250619031426,2025-06-19,previous scrape,NONE SMOKING 1:Spacious & clean.SUPER Safe & Quiet,"Quiet & None Smoking inside the room you can smoke on porch fine $100 if break rules.Welcome feel comfortable in your own home.Acess to the DirecTV and fridge with free chocolate,snacks and drink provided offered for each room.The kitchen amenities provided Keurig K cup coffee machine with unlimited Starbucks and Dunkin’ coffee and Lipton tea.Everything is brand new modern and very comfortable.Across Bus 201&202 go to Fields Corner Redline train or you can walk to Ashmont Redline train 0.5miles.",,https://a0.muscache.com/pictures/357da780-0c5a-40b4-9aa6-8a272d4f5944.jpg,165422704,https://www.airbnb.com/users/show/165422704,Mimi,2018-01-02,"Boston, MA",,within a day,50%,100%,f,https://a0.muscache.com/im/pictures/user/7d22d2ca-634a-4fb1-a99c-3f58c0e1b2e9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d22d2ca-634a-4fb1-a99c-3f58c0e1b2e9.jpg?aki_policy=profile_x_medium,Dorchester,3,7,"['email', 'phone']",t,t,,Dorchester,,42.28795,-71.05406,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Oven"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""TV with standard cable"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Mini fridge"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Keypad"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Shower gel"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Free street parking""]",,29,1125,29,29,1125,1125,29.0,1125.0,,t,21,38,58,224,2025-06-19,72,3,0,155,4,174,,2018-11-12,2024-11-27,4.68,4.86,4.69,4.92,4.92,4.82,4.74,STR-439516,t,3,0,3,0,0.9
998,29929936,https://www.airbnb.com/rooms/29929936,20250619031426,2025-06-19,city scrape,Lily Room/Harvard Business School/free parking+早餐,"We are a professional MIT and Harvard family. Networks reach entire MIT and Harvard education resources and supervision to students and scholars. The private Lily room is in our new house located in the unbeatable Boston/Cambridge area. Walk a few minutes to bus stops and greenlines easy to get you around the city all attractions and a lot of restaurants. Near Harvard Business School, Boston College, Boston University, Easy to MIT/Kendall/Harvard yard, and Longwood medical center.","There are many MIT and Harvard professional families, and students at BU, BC, Harvard, and MIT live in this area. Safe, quiet, beautiful environment, near Charles River hiking trails, very nice neighborhoods.",https://a0.muscache.com/pictures/3ef35b05-566c-4e28-a476-c2ab86b8f312.jpg,224379152,https://www.airbnb.com/users/show/224379152,Tingying(Helen),2018-11-05,,,within a day,67%,80%,f,https://a0.muscache.com/im/pictures/user/c631c23f-6119-4e56-a3d4-8c689db8d3cd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c631c23f-6119-4e56-a3d4-8c689db8d3cd.jpg?aki_policy=profile_x_medium,Allston-Brighton,3,3,"['email', 'phone', 'work_email']",t,f,Neighborhood highlights,Brighton,,42.35398,-71.15464,Private room in home,Private room,1,1.5,1.5 shared baths,1.0,1.0,"[""Essentials"", ""Washer"", ""Baking sheet"", ""Air conditioning"", ""Smoke alarm"", ""Dishes and silverware"", ""Coffee"", ""Hot water kettle"", ""Clothing storage: walk-in closet, closet, and dresser"", ""65 inch HDTV with standard cable"", ""Dining table"", ""Oven"", ""Room-darkening shades"", ""Breakfast"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Body soap"", ""Freezer"", ""Refrigerator"", ""Mini fridge"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Dishwasher"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Rice maker"", ""Shower gel"", ""Heating"", ""Iron"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Safe"", ""Exterior security cameras on property"", ""Stove"", ""Coffee maker"", ""Blender"", ""Free street parking""]",$63.00,29,365,29,29,365,365,29.0,365.0,,t,0,0,0,129,2025-06-19,27,2,0,0,3,116,7308.0,2018-11-11,2024-11-25,4.85,4.96,4.85,4.89,4.81,4.81,4.85,STR-411240,f,3,0,3,0,0.34
999,29931687,https://www.airbnb.com/rooms/29931687,20250619031426,2025-06-19,city scrape,Sunflower Room/Harvard Business School/ Parking+早餐,"We are a professional MIT and Harvard family. Networks reach entire MIT and Harvard education resources and supervision to students and scholars. The Sunflower private room is in our new house located in the unbeatable Boston/Cambridge area. Walk a few minutes to buses stops and greenlines easy to get you around the city all attractions and a lot of restaurants. Near Harvard Business School, Boston College, Boston University, Easy to MIT/Kendall/Harvard yard, and Longwood medical center.","There are many MIT and Harvard professional families, and students at BU, BC, Harvard, and MIT live in this area. Safe, quiet,  beautiful environment, near Charles River hiking trails, very nice neighborhoods.",https://a0.muscache.com/pictures/98ff3c2d-67e9-456d-af71-f10b679eed11.jpg,224379152,https://www.airbnb.com/users/show/224379152,Tingying(Helen),2018-11-05,,,within a day,67%,80%,f,https://a0.muscache.com/im/pictures/user/c631c23f-6119-4e56-a3d4-8c689db8d3cd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c631c23f-6119-4e56-a3d4-8c689db8d3cd.jpg?aki_policy=profile_x_medium,Allston-Brighton,3,3,"['email', 'phone', 'work_email']",t,f,Neighborhood highlights,Brighton,,42.35227,-71.15464,Private room in home,Private room,1,1.5,1.5 shared baths,1.0,1.0,"[""Essentials"", ""Washer"", ""Baking sheet"", ""Air conditioning"", ""Smoke alarm"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Coffee"", ""Hot water kettle"", ""Clothing storage: walk-in closet, closet, and dresser"", ""65 inch HDTV with standard cable"", ""Self check-in"", ""Dining table"", ""Oven"", ""Room-darkening shades"", ""Long term stays allowed"", ""Breakfast"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Microwave"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Freezer"", ""Refrigerator"", ""Mini fridge"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Dishwasher"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Keypad"", ""Hot water"", ""Rice maker"", ""Shower gel"", ""Heating"", ""Conditioner"", ""Iron"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Safe"", ""Exterior security cameras on property"", ""Stove"", ""Portable fans"", ""Coffee maker"", ""Blender"", ""Free street parking""]",$72.00,29,365,29,29,365,365,29.0,365.0,,t,7,7,32,307,2025-06-19,27,2,0,138,3,116,8352.0,2018-11-11,2024-08-31,4.81,4.89,4.74,4.85,4.85,4.81,4.89,STR-411240,f,3,0,3,0,0.34
1023,30981268,https://www.airbnb.com/rooms/30981268,20250619031426,2025-06-19,city scrape,"BACK BAY walk to Berklee, Northeastern, Newbury St","Back Bay close to the subway.   Includes utilities including basic cable and wireless internet.   Walk to the subway Berklee, Hynes Convention Center, Northeastern University, Newbury Street, Fenway Park and all the Back Bay has to offer.   Apartment has a queen murphy bed.",,https://a0.muscache.com/pictures/3ecf4639-91e0-42a6-a5e3-9ef4e87fd0e0.jpg,180283497,https://www.airbnb.com/users/show/180283497,Michelle,2018-03-24,,,within a day,65%,24%,f,https://a0.muscache.com/im/pictures/user/80c96d1c-7c58-4116-bc2a-865d49c2e185.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/80c96d1c-7c58-4116-bc2a-865d49c2e185.jpg?aki_policy=profile_x_medium,Back Bay,15,18,['phone'],t,t,,Fenway,,42.34622,-71.0904,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Wine glasses"", ""Essentials"", ""Washer"", ""Clothing storage: closet"", ""Air conditioning"", ""Smoke alarm"", ""Housekeeping available every day - available at extra cost"", ""Dishes and silverware"", ""Elevator"", ""Self check-in"", ""Dining table"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Microwave"", ""Hair dryer"", ""Body soap"", ""Freezer"", ""Ge stainless steel oven"", ""Refrigerator"", ""Lockbox"", ""TV"", ""Dishwasher"", ""Laundromat nearby"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Stove"", ""Bathtub""]",$177.00,29,1125,29,29,1125,1125,29.0,1125.0,,t,29,44,58,333,2025-06-19,3,0,0,164,0,0,0.0,2019-01-01,2021-06-14,4.33,5.0,4.67,5.0,5.0,5.0,4.67,,f,7,7,0,0,0.04
1057,32890952,https://www.airbnb.com/rooms/32890952,20250619031426,2025-06-19,city scrape,Quiet Comfort in Boston - Large 2 Bed,"This  is a  renovated, 5 room apartment in a 2 family home. Enjoy Trendy Roslindale Village or West Roxbury’s Village Center.  It is convenient to downtown Boston. As well as close to Arnold Arboretum, parks, varied restaurants , supermarkets , and local Internet cafes.  This urban/suburban community is a great way to explore Boston. There is a  Zipcar at commuter rail parking lot. This unit has a back porch, fenced yard with gardens, and plenty of parking steps from  the door","Positioned between West Roxbury Center and Roslindale Village.  There is a large variety of restaurants of all types.  In the summer months, there is a weekly farmer's market and occasional concerts on the green.  Two libraries and a YMCA are in close proximity. <br /><br />There is a conservation area within walking distance and several very  fine parks: including world-renowned Harvard's Arnold Arboretum, City of Boston Millennium Park, and wooded Brook Farm (former Transcendentalist Community).",https://a0.muscache.com/pictures/miso/Hosting-32890952/original/01ff439c-d831-4877-8fb8-980b02a0b397.jpeg,147256535,https://www.airbnb.com/users/show/147256535,Janice,2017-08-22,"Boston, MA","Welcome.  I am a long time Boston resident with a true love and appreciation for my city.  Need help planning your trip here?  Feel free to reach out.  I will share all my favorite spots.  As for me, I love walks in the woods and parks with my poodle, Frodo.  I am an avid gardener, love Mah Jong,  and am actively involved with my library Friend Group.  ",within a day,100%,75%,t,https://a0.muscache.com/im/pictures/user/45457722-2d52-417f-acda-175fffa61260.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/45457722-2d52-417f-acda-175fffa61260.jpg?aki_policy=profile_x_medium,Roslindale,2,3,"['email', 'phone']",t,f,Neighborhood highlights,Roslindale,,42.27855,-71.14064,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Wine glasses"", ""Essentials"", ""Private entrance"", ""Clothing storage: closet and dresser"", ""Baking sheet"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Crib"", ""Coffee maker: Keurig coffee machine, pour-over coffee"", ""Private backyard \u2013 Fully fenced"", ""High chair"", ""Self check-in"", ""BBQ grill"", ""Baby bath"", ""Oven"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In building"", ""Bed linens"", ""Ceiling fan"", ""Microwave"", ""Shampoo"", ""Children\u2019s books and toys"", ""TV with standard cable"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Body soap"", ""Board games"", ""Freezer"", ""Refrigerator"", ""Free washer \u2013 In building"", ""Pets allowed"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Window AC unit"", ""Fire extinguisher"", ""Outdoor furniture"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Smart lock"", ""Heating"", ""Conditioner"", ""Iron"", ""Wifi"", ""Toaster"", ""Beach essentials"", ""Hangers"", ""Single level home"", ""Stove"", ""Bathtub"", ""Free street parking""]",$200.00,29,365,29,29,365,365,29.0,365.0,,t,6,36,66,341,2025-06-19,10,1,0,172,1,58,11600.0,2019-05-01,2024-07-31,4.9,4.9,4.9,4.8,4.8,4.9,4.7,,f,2,2,0,0,0.13
1134,36291586,https://www.airbnb.com/rooms/36291586,20250619031426,2025-06-19,city scrape,Luxury Back Bay studio on Prestigious Marlborough,"Back  Bay studio apartment located in a brownstone with bow window.  Walk to subway, Fenway Park, Newbury Street, Hynes Convention Center, Copley Place, numerous restaurants, cafes and shops and much more.",,https://a0.muscache.com/pictures/7b4e2933-fb61-4876-ab9a-3b930435f9cb.jpg,155595193,https://www.airbnb.com/users/show/155595193,Michelle,2017-10-21,"Newburyport, MA",,within a day,60%,27%,f,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_x_medium,Back Bay,11,16,['phone'],t,t,,Back Bay,,42.35,-71.08718,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Essentials"", ""Clothing storage: closet"", ""Air conditioning"", ""Smoke alarm"", ""Dishes and silverware"", ""Dining table"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Microwave"", ""Hair dryer"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""TV"", ""Dishwasher"", ""Laundromat nearby"", ""Cooking basics"", ""Indoor fireplace"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Coffee maker: drip coffee maker"", ""Stove""]",$202.00,32,1125,32,32,1125,1125,32.0,1125.0,,t,2,10,40,315,2025-06-19,0,0,0,146,0,0,0.0,,,,,,,,,,,f,8,8,0,0,
1141,36596382,https://www.airbnb.com/rooms/36596382,20250619031426,2025-06-19,city scrape,"Bright, spacious, home to call home.","The house is bright and inviting from the moment you enter the large front porch and kick off your shoes. Brand new wood floors radiate warmth throughout. Modern furnishings give a clean edged look. Global art and artifacts pique curiousiries. The house is spacious with 3 bedrooms on the 2-floor and 1 on the 3-floor. Around the corner is Roslindale Village, parks and access to commuter rail & T. ""Rozzie"" offers cultural diversity, old beauty and a neighborhood feel that you won’t find elsewhere.","Around the corner from our house is Roslindale Village, parks, restaurants and access to commuter rail & T. ""Rozzie"" offers cultural diversity, old beauty and a neighborhood feel that you won’t find elsewhere. Roslindale residents are proud of their diversity and funky atmosphere. When you have a walk around Roslindale Village you’ll experience it yourself. <br /><br />Roslindale is also adjacent to Brookline, Jamaica Plane and West Roxbury. See our Airbnb Guidebook for great local walks, views and restaurants.",https://a0.muscache.com/pictures/58a9bd8d-e45e-4b91-9942-826d10b2447b.jpg,29342116,https://www.airbnb.com/users/show/29342116,Brian,2015-03-14,"Washington, DC",I work internationally on global development issues. So I’ve traveled the world a lot and cherish getting to know other cultures. I’m an Airbnb Host and regular guest at Airbnbs globally. I respect people’s properties as I would my own and ask others to do the same. ,within a day,50%,83%,f,https://a0.muscache.com/im/pictures/user/178af480-dc98-42f1-aa1a-8f8db6c61bbe.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/178af480-dc98-42f1-aa1a-8f8db6c61bbe.jpg?aki_policy=profile_x_medium,Roslindale,3,4,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Roslindale,,42.28767,-71.14229,Entire home,Entire home/apt,6,1.5,1.5 baths,4.0,4.0,"[""Essentials"", ""Private entrance"", ""Washer"", ""Smoke alarm"", ""Shared patio or balcony"", ""Dedicated workspace"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""HDTV with Amazon Prime Video, Netflix, Disney+"", ""Self check-in"", ""BBQ grill"", ""Free dryer \u2013 In unit"", ""Oven"", ""Carbon monoxide alarm"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Refrigerator"", ""Lockbox"", ""Window AC unit"", ""Fire extinguisher"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Outdoor dining area"", ""First aid kit"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Free parking on premises"", ""Free street parking""]",$251.00,29,1125,29,29,1125,1125,29.0,1125.0,,t,0,0,5,95,2025-06-19,5,0,0,95,0,0,0.0,2019-12-23,2022-10-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-416681,f,1,1,0,0,0.07
1213,39281476,https://www.airbnb.com/rooms/39281476,20250619031426,2025-06-19,city scrape,"One Bedroom , Top Floor","A cozy One Bedroom Apartment, privately, and separately accessed by you. Your own place of peace, with your own Bedroom, and Bathroom. Across from beautiful Highland Park. Within 1 mile (as the crow flies) from downtown Boston. Attached Brick Brownstone. Free on street Parking. Ten minute walk to the Train. Ten minutes to most of the major Hospitals in the Longwood Medical area. Ten Minutes to the Museum of Fine Art.",ts a pretty quite neighborhood. Most of the surrounding Brownstones are either Landlord occupied like myself or converted to Condominiums.,https://a0.muscache.com/pictures/pro_photo_tool/Hosting-39281476-unapproved/original/ca228ccf-52f3-4454-9e05-286787112503.JPEG,122568097,https://www.airbnb.com/users/show/122568097,Nick,2017-03-25,"Boston, MA","I'm From Boston, I love this city, and all it  has to offer. The arts, music, medical, and tech advantages, this city offers. Its amazing History, its charm, and on, and on.",within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/5179d2a0-3513-4982-a7f1-ae47183e7f87.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5179d2a0-3513-4982-a7f1-ae47183e7f87.jpg?aki_policy=profile_x_medium,Roxbury,4,5,"['email', 'phone']",t,t,Neighborhood highlights,Roxbury,,42.32603,-71.09549,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Kitchen"", ""Carbon monoxide alarm"", ""Private entrance"", ""Heating"", ""Iron"", ""Smoke alarm"", ""Wifi"", ""Hangers"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Smoking allowed"", ""TV"", ""Free parking on premises"", ""Shampoo"", ""Hair dryer""]",$175.00,91,180,91,91,1125,1125,91.0,1125.0,,t,30,60,90,270,2025-06-19,0,0,0,196,0,0,0.0,,,,,,,,,,,f,4,4,0,0,
1219,39686073,https://www.airbnb.com/rooms/39686073,20250619031426,2025-06-19,city scrape,Luxury Beacon Hill Condo With Private Patio/Garden,"Beautiful, huge (1050 sf) 1 bedroom, 1 1/2 bath  floor-through with private entrance and exceptional private outdoor space. Located on the desirable flat of the hill, the property is just minutes away from the Esplanade on the Charles (walking, biking, boating, Hatch Shell concerts), the Boston Public Garden,  and the gourmet restaurants, galleries & boutique shopping on Charles and  Newbury Streets. An easy walk to Mass General Hospital & three subway stops (Charles St, Park St, Arlington).",,https://a0.muscache.com/pictures/32988518-74c9-42b0-8ce0-ddebc2d7e549.jpg,305017623,https://www.airbnb.com/users/show/305017623,Sean,2019-10-28,,,within a day,70%,83%,f,https://a0.muscache.com/im/pictures/user/cba788ea-82e1-4fc5-a714-9d08fed7b964.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cba788ea-82e1-4fc5-a714-9d08fed7b964.jpg?aki_policy=profile_x_medium,Beacon Hill,2,2,"['email', 'phone']",t,f,,Beacon Hill,,42.35847,-71.07298,Entire condo,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Barbecue utensils"", ""Washer"", ""Private entrance"", ""Paid parking garage off premises"", ""Baking sheet"", ""Air conditioning"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Coffee"", ""Clothing storage: walk-in closet, closet, and dresser"", ""BBQ grill"", ""Dining table"", ""Oven"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""TV with standard cable"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Body soap"", ""Refrigerator"", ""Pets allowed"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Outdoor furniture"", ""Fire extinguisher"", ""Dishwasher"", ""Dryer"", ""Cooking basics"", ""Indoor fireplace"", ""Kitchen"", ""Hot water"", ""Shower gel"", ""Heating"", ""Conditioner"", ""Iron"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Outdoor dining area"", ""Stove"", ""Bathtub"", ""Blender"", ""Free street parking""]",$225.00,32,365,32,32,365,365,32.0,365.0,,t,27,49,49,269,2025-06-19,4,3,0,100,2,192,43200.0,2023-11-19,2025-05-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.21
1253,41186382,https://www.airbnb.com/rooms/41186382,20250619031426,2025-06-19,city scrape,Cozy Room in Beacon Hill/MIT/MGH. Walk Everywhere!,"The house is a simple, historical 19th century home, situated in Boston's best neighborhood, Beacon Hill. Unbeatable location with easy access to every tourist spot. You will be sharing the house with potentially two other guests in a typical Beacon Hill townhouse (with lots of characters). Decent size of space with everything you need for a good sleep. Great for those who are looking for a comfy stay in the heart of the city.","Beacon Hill is the most picturesque area in Boston. It's a safe neighborhood  (John Kerry lives here!) with many good restaurants and cafes around. Seven minutes walk and you'll hit Charles River where you can have a morning run or walk around to enjoy the city. Easy access to all the main tourist sites, schools, and office buildings.",https://a0.muscache.com/pictures/miso/Hosting-41186382/original/12ec404a-1330-430c-89f5-e6c5a27114cc.jpeg,95634275,https://www.airbnb.com/users/show/95634275,Sophia,2016-09-18,"Boston, MA","I am an MIT alum and a tech entrepreneur. Having traveled and worked in many cities across continents, I've been an Airbnb host and a guest many times! 

I love to welcome people to one of my favorite cities, Boston, and show them around. Feel free to ask me any questions!",within a day,100%,90%,,https://a0.muscache.com/im/pictures/user/a18fb9a4-5c21-406e-89ad-a555db5c71a5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a18fb9a4-5c21-406e-89ad-a555db5c71a5.jpg?aki_policy=profile_x_medium,Beacon Hill,34,53,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,West End,,42.36145,-71.06411,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Cooking basics"", ""Essentials"", ""Kitchen"", ""Smart lock"", ""Refrigerator"", ""Self check-in"", ""Heating"", ""Iron"", ""Air conditioning"", ""Smoke alarm"", ""Wifi"", ""Hangers"", ""Dedicated workspace"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Coffee maker"", ""Shampoo"", ""Hair dryer""]",$88.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,0,0,19,93,2025-06-19,11,2,0,81,3,120,10560.0,2022-09-10,2024-09-21,4.27,4.18,3.91,4.82,4.91,4.64,3.82,Exempt: This listing is a unit used for furnished institutional or business stays,f,6,2,4,0,0.33
1329,43994299,https://www.airbnb.com/rooms/43994299,20250619031426,2025-06-19,city scrape,Cozy Bedroom for you!,,"Great location!  Walk to restaurants and shopping .. walk to the North End and the Bunkerhill Monument, freedom trail.",https://a0.muscache.com/pictures/1be4f99d-bb0c-4885-b771-c6084271d242.jpg,887148,https://www.airbnb.com/users/show/887148,Dawn,2011-07-29,"Boston, MA","Hello!

Thanks for checking out my properties!  

My name is Dawn and I have been living in beautiful historical Charlestown for the last 16 years. My property is near and dear to my heart as this was my grandparents home that I pretty much grew up in and that I bought after they passed away. I recently decided to turn my beautiful peice of property into a place where visitors can come and enjoy all this wonderful city has to offer while staying in a place of history vs a hotel!  You will enjoy staying here and all this city has to offer_ I will make sure of it!  :) 
 
Thank you and I look forward to meeting you!  

Dawn",within a day,60%,14%,f,https://z1.muscache.cn/im/pictures/user/5d84506f-b9c6-4de6-960d-dad8adeb0502.jpg?aki_policy=profile_small,https://z1.muscache.cn/im/pictures/user/5d84506f-b9c6-4de6-960d-dad8adeb0502.jpg?aki_policy=profile_x_medium,Charlestown,11,19,"['email', 'phone']",t,t,Neighborhood highlights,Charlestown,,42.38318,-71.07211,Private room in rental unit,Private room,3,2.0,2 baths,1.0,1.0,"[""Essentials"", ""Indoor fireplace"", ""Washer"", ""Hot water"", ""Kitchen"", ""Heating"", ""Iron"", ""Air conditioning"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Fire extinguisher"", ""TV with standard cable"", ""Dryer""]",$99.00,29,200,29,29,200,200,29.0,200.0,,t,30,60,90,365,2025-06-19,1,0,0,196,0,0,0.0,2022-06-18,2022-06-18,5.0,5.0,5.0,5.0,5.0,4.0,3.0,STR-431107,f,3,2,1,0,0.03
1330,44014524,https://www.airbnb.com/rooms/44014524,20250619031426,2025-06-19,city scrape,MODERN DOWNTOWN STUDIO,,,https://a0.muscache.com/pictures/4d3bd975-ae3e-48d7-9bc4-f556622c1b3d.jpg,56359408,https://www.airbnb.com/users/show/56359408,Billy,2016-01-27,"Boston, MA",,within a day,88%,86%,t,https://a0.muscache.com/im/pictures/user/e758d4a9-7c83-4887-ac64-39974a883a7c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e758d4a9-7c83-4887-ac64-39974a883a7c.jpg?aki_policy=profile_x_medium,Theater District,3,7,"['email', 'phone']",t,t,,Downtown,,42.35055,-71.06486,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,2.0,"[""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Single oven"", ""TV"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Bathtub""]",$216.00,91,365,91,91,365,365,91.0,365.0,,t,0,0,10,285,2025-06-19,1,0,0,116,0,0,0.0,2023-09-17,2023-09-17,2.0,1.0,1.0,5.0,5.0,4.0,2.0,,f,3,3,0,0,0.05
