,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
652,19885345,https://www.airbnb.com/rooms/19885345,20250619031426,2025-06-19,city scrape,#202 Boston private AC Queen BR 全楼禁烟 female,"Newly renovated room central AC, one very firm Queen-size bed, fits one female or a couple. None smoking building. Please don’t book if you are a smoker. We have central AC. <br /><br />Near U-Mass Boston ; Bus #15 to North Eastern University directly . Very clean room. The bus in front of our building directly connected you to Redline train station. Fields Corner. Or you can walk to the train only 0.6 miles","My neighbors: the left side is senior apartment building owned by Boston Housing Authority, my right side is the brown 3 family house, all young professionals and lawyers lives there. <br /><br />I have owned this building for almost 20 years, I like here as so close to the city , only 2.5 miles to Downtown Boston.",https://a0.muscache.com/pictures/b9cd306e-2e1a-4510-ba18-6a102bfb7b39.jpg,105851798,https://www.airbnb.com/users/show/105851798,Anne,2016-12-01,"Boston, MA","我叫Anne Wang，來自中國歷史文化名城——西安，大學主修旅遊英語與會計，曾在國內從事翻譯工作。自1995年移居美國後，我從事過外貿進口業務、會計及客戶服務等工作，現已退休。

如今，我專注經營Airbnb多年，非常喜愛這個能將語言優勢與熱情好客相結合的平台，為來自世界各地的旅人提供舒適、安心的住宿體驗。

我的家是一座溫馨的花園別墅，擁有一個美麗的庭院、涼亭（gazebo）和戶外燒烤區，是放鬆身心或與親友共享晚餐的理想場所。房源整潔舒適，注重細節，讓人有賓至如歸的感覺。

我熱愛烹飪，尤其擅長製作家鄉陝西的傳統麵食，例如羊肉泡饃、擀麵皮、餃子、湯圓與粽子等。未來也計劃為有興趣的房客開設中餐文化體驗小課堂，一起分享中華美食的魅力與製作技巧。

期待在我的家中與您相遇，讓您的旅程更加溫馨與難忘！
You may translate this above me from Chinese to your language, due to 450 words limited .",within an hour,100%,99%,,https://a0.muscache.com/im/pictures/user/1b571b66-1b97-4e4f-8381-dd774e82b4b0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1b571b66-1b97-4e4f-8381-dd774e82b4b0.jpg?aki_policy=profile_x_medium,Dorchester,24,30,"['email', 'phone']",t,t,Neighborhood highlights,Dorchester,,42.30792,-71.06513,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,1.0,"[""Essentials"", ""Smoke alarm"", ""Shared patio or balcony"", ""Dedicated workspace"", ""Dishes and silverware"", ""GE stainless steel gas stove"", ""Paid washer \u2013 In building"", ""Self check-in"", ""Paid dryer \u2013 In building"", ""Oven"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Refrigerator"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Dishwasher"", ""Keypad"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""First aid kit"", ""Hangers"", ""Exterior security cameras on property"", ""Bathtub"", ""Free parking on premises"", ""Park view"", ""Central air conditioning"", ""Free street parking""]",$59.00,29,180,29,29,1125,1125,29.0,1125.0,,t,0,15,45,320,2025-06-19,30,2,0,151,1,116,6844.0,2017-08-13,2025-03-08,4.77,4.83,4.8,4.9,4.9,4.4,4.67,,f,12,0,12,0,0.31
654,19918817,https://www.airbnb.com/rooms/19918817,20250619031426,2025-06-19,city scrape,#204 Boston private Central AC 禁烟 Female only,"Please this is a female unit unit, none smoking allowed!<br /><br />This bed is my favorite one ! Super comfortable full size extra long bed with high soft headboard . <br /><br />This is a three family home at second floor, five Airbnb guests shared two bathrooms.","My neighbors: the left side is senior apartment building owned by Boston Housing Authority, my right side is the brown 3 family house, all young professionals and lawyers lives there. <br /><br />I have owned this building for almost 20 years, I like hare as so close to the city , only 2.8 miles to Downtown Boston.",https://a0.muscache.com/pictures/717f1480-5336-4a3f-a2bb-dcc65d6023e7.jpg,105851798,https://www.airbnb.com/users/show/105851798,Anne,2016-12-01,"Boston, MA","我叫Anne Wang，來自中國歷史文化名城——西安，大學主修旅遊英語與會計，曾在國內從事翻譯工作。自1995年移居美國後，我從事過外貿進口業務、會計及客戶服務等工作，現已退休。

如今，我專注經營Airbnb多年，非常喜愛這個能將語言優勢與熱情好客相結合的平台，為來自世界各地的旅人提供舒適、安心的住宿體驗。

我的家是一座溫馨的花園別墅，擁有一個美麗的庭院、涼亭（gazebo）和戶外燒烤區，是放鬆身心或與親友共享晚餐的理想場所。房源整潔舒適，注重細節，讓人有賓至如歸的感覺。

我熱愛烹飪，尤其擅長製作家鄉陝西的傳統麵食，例如羊肉泡饃、擀麵皮、餃子、湯圓與粽子等。未來也計劃為有興趣的房客開設中餐文化體驗小課堂，一起分享中華美食的魅力與製作技巧。

期待在我的家中與您相遇，讓您的旅程更加溫馨與難忘！
You may translate this above me from Chinese to your language, due to 450 words limited .",within an hour,100%,99%,,https://a0.muscache.com/im/pictures/user/1b571b66-1b97-4e4f-8381-dd774e82b4b0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1b571b66-1b97-4e4f-8381-dd774e82b4b0.jpg?aki_policy=profile_x_medium,Dorchester,24,30,"['email', 'phone']",t,t,Neighborhood highlights,Dorchester,,42.30754,-71.06525,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,1.0,"[""Essentials"", ""Clothing storage: closet"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Fast wifi \u2013 419 Mbps"", ""Paid washer \u2013 In building"", ""Self check-in"", ""Paid dryer \u2013 In building"", ""Oven"", ""Room-darkening shades"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Garden view"", ""Refrigerator"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Dishwasher"", ""Keypad"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Shared backyard \u2013 Fully fenced"", ""Gas stove"", ""Heating"", ""Iron"", ""First aid kit"", ""Hangers"", ""Exterior security cameras on property"", ""Bathtub"", ""Free parking on premises"", ""Central air conditioning"", ""Free street parking""]",$60.00,29,120,29,29,1125,1125,29.0,1125.0,,t,11,41,71,346,2025-06-19,38,0,0,177,1,0,0.0,2017-08-12,2024-02-11,4.66,4.74,4.71,4.92,4.95,4.26,4.61,,f,12,0,12,0,0.4
655,19969497,https://www.airbnb.com/rooms/19969497,20250619031426,2025-06-19,city scrape,*Modern City Triplex!! *Close to Center,"Modern twist on a historic 1860 Penthouse Triplex!  Open Concept 3 levels of living, 2 decks including a roof top with city views!   Located in the quiet residential neighborhood of Fort Hill/Highland Park,  minutes to the center of the attractions.","Peaceful, Architecturally interesting, historic, diverse, and quiet. Racially, culturally, ethnic, and economically diverse.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTk5Njk0OTc=/original/b4904517-1258-41ff-aaea-6df4e095dbcc.jpeg,28662210,https://www.airbnb.com/users/show/28662210,Terry,2015-03-03,"Boston, MA",,within an hour,100%,100%,t,https://a0.muscache.com/im/users/28662210/profile_pic/1425367932/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/28662210/profile_pic/1425367932/original.jpg?aki_policy=profile_x_medium,Mission Hill,5,5,"['email', 'phone']",t,t,Neighborhood highlights,Roxbury,,42.33016,-71.09527,Entire rental unit,Entire home/apt,8,2.0,2 baths,4.0,4.0,"[""Wine glasses"", ""Essentials"", ""Private entrance"", ""Washer"", ""Patio or balcony"", ""Baking sheet"", ""Air conditioning"", ""Smoke alarm"", ""Dishes and silverware"", ""Coffee"", ""Self check-in"", ""Oven"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""TV with standard cable"", ""Hair dryer"", ""Freezer"", ""Refrigerator"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Dishwasher"", ""Dryer"", ""Cooking basics"", ""Indoor fireplace"", ""Kitchen"", ""Hot water"", ""Keypad"", ""Heating"", ""Iron"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Free parking on premises"", ""Free street parking""]",$615.00,3,90,1,3,90,90,3.0,90.0,,t,0,13,25,98,2025-06-19,173,8,0,98,12,48,29520.0,2017-08-12,2025-04-28,4.9,4.93,4.88,4.92,4.92,4.72,4.8,STR-446660,f,5,5,0,0,1.81
712,21444743,https://www.airbnb.com/rooms/21444743,20250619031426,2025-06-19,city scrape,Back Bay Studio on Marlborough St-min 3 months,Back Bay furnished studio a couple of blocks up from the Boston Public Garden.   Newburybury St and subway are 2 streets over.  This apt requires a 90 day minimum rental.,,https://a0.muscache.com/pictures/ac711130-f4b0-444a-a12e-4296ddc586cd.jpg,155595193,https://www.airbnb.com/users/show/155595193,Michelle,2017-10-21,"Newburyport, MA",,within a day,60%,27%,f,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_x_medium,Back Bay,11,16,['phone'],t,t,,Back Bay,,42.35243,-71.07565,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Essentials"", ""Kitchen"", ""Washer"", ""Hot water"", ""Refrigerator"", ""Heating"", ""Iron"", ""Air conditioning"", ""Smoke alarm"", ""Wifi"", ""Hangers"", ""Long term stays allowed"", ""TV"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dryer""]",$120.00,91,1125,91,91,1125,1125,91.0,1125.0,,t,29,59,89,364,2025-06-19,0,0,0,195,0,0,0.0,,,,,,,,,,,f,8,8,0,0,
713,21445050,https://www.airbnb.com/rooms/21445050,20250619031426,2025-06-19,city scrape,LUXURY BACK BAY STUDIO NEAR BERKLEY & Northeastern,Back Bay studio near Berkley.  Laundry in building.   Queen murphy bed.,,https://a0.muscache.com/pictures/74185fa7-2fd3-44bd-a2a0-8e93df61d087.jpg,155595193,https://www.airbnb.com/users/show/155595193,Michelle,2017-10-21,"Newburyport, MA",,within a day,60%,27%,f,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_x_medium,Back Bay,11,16,['phone'],t,t,,Fenway,,42.34651,-71.0899,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Essentials"", ""Washer"", ""Air conditioning"", ""Smoke alarm"", ""Dishes and silverware"", ""Elevator"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Microwave"", ""Hair dryer"", ""TV"", ""Dryer"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Coffee maker""]",$120.00,32,1125,32,32,1125,1125,32.0,1125.0,,t,0,0,20,295,2025-06-19,3,1,0,126,0,64,7680.0,2017-11-17,2025-05-01,5.0,5.0,4.33,5.0,5.0,5.0,4.67,,f,8,8,0,0,0.03
714,21445137,https://www.airbnb.com/rooms/21445137,20250619031426,2025-06-19,city scrape,"APRIL- Discounted-Beacon Hill-walk to MGH, subway.","BEACON HILL STUDIO APT NICELY FURNISHED W/GRANITE COUNTERS AND MORE.<br />New Queen Murphy Bed has been installed. <br />Walk to Mass General, Mass Eye and Ear, many other hospitals, subway, Whole Foods, downtown, Fanuiel Hall, Back Bay, North End and more.","Beacon Hill is one of the nicest neighborhoods in Boston's.   The subway, Mass General Hospital, Mass Eye and Ear, Charles Street,  is steps away.   <br /><br />Restaurants, Shops and Cafes are the next street over on Charles Street.    Back Bay, Downtown, the North End and the waterfront is a close walk.",https://a0.muscache.com/pictures/1d2a32b0-d87c-4fc3-a3f9-08535502dad8.jpg,155595193,https://www.airbnb.com/users/show/155595193,Michelle,2017-10-21,"Newburyport, MA",,within a day,60%,27%,f,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_x_medium,Back Bay,11,16,['phone'],t,t,Neighborhood highlights,Beacon Hill,,42.36048,-71.06898,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Wine glasses"", ""Essentials"", ""Washer"", ""Air conditioning"", ""Smoke alarm"", ""Dishes and silverware"", ""Self check-in"", ""Dining table"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Freezer"", ""Refrigerator"", ""Lockbox"", ""Fire extinguisher"", ""TV"", ""Dishwasher"", ""Laundromat nearby"", ""Dryer"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Bathtub""]",$130.00,32,1125,32,32,1125,1125,32.0,1125.0,,t,0,18,48,323,2025-06-19,2,0,0,154,0,0,0.0,2018-06-20,2022-08-31,4.0,4.5,4.0,4.5,4.0,5.0,3.5,,f,8,8,0,0,0.02
715,21445237,https://www.airbnb.com/rooms/21445237,20250619031426,2025-06-19,previous scrape,North End one bedroom in Boston's Little Italy,"Stay in Boston's Little Italy.   One bedroom in Boston's North End.   Granite stainless appliances breakfast counter.   One minute to Hanover Street, 5 minute walk to Faneuil Hall and subway.<br /><br />SOFA BED MATTRESS WAS JUST REPLACED 9/2/2018",,https://a0.muscache.com/pictures/b2f800bb-4202-46ce-8135-3830e572a8c2.jpg,155595193,https://www.airbnb.com/users/show/155595193,Michelle,2017-10-21,"Newburyport, MA",,within a day,60%,27%,f,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_x_medium,Back Bay,11,16,['phone'],t,t,,Brighton,,42.35123,-71.15157,Entire condo,Entire home/apt,3,,1 bath,1.0,,"[""Essentials"", ""Kitchen"", ""Washer"", ""Hot water"", ""Self check-in"", ""Heating"", ""Iron"", ""Air conditioning"", ""Smoke alarm"", ""Wifi"", ""Hangers"", ""Lockbox"", ""Long term stays allowed"", ""TV"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Dryer""]",,91,1125,91,91,1125,1125,91.0,1125.0,,,0,0,0,0,2025-06-19,0,0,0,0,0,0,,,,,,,,,,,,f,8,8,0,0,
723,21679902,https://www.airbnb.com/rooms/21679902,20250619031426,2025-06-19,city scrape,"Back Bay studio- Close to Northeastern, colleges..","Back Bay studio overlooking Marlborough St. Walk to subway, restaurants, shops, Newbury St.     Apt has a queen mahogany murphy bed.   <br /><br />Live in the heart of Back Bay in a brownstone building with bay window overlooking Marlborough St.<br /><br />This aps has been painted and updated since these photos.",,https://a0.muscache.com/pictures/3a786cd4-2a6e-4acb-be6c-09249834d4e1.jpg,155595193,https://www.airbnb.com/users/show/155595193,Michelle,2017-10-21,"Newburyport, MA",,within a day,60%,27%,f,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_x_medium,Back Bay,11,16,['phone'],t,t,,Back Bay,,42.35144,-71.08725,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Refrigerator"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Indoor fireplace"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Coffee maker""]",$202.00,32,1125,32,32,1125,1125,32.0,1125.0,,t,29,59,89,308,2025-06-19,5,1,0,139,1,64,12928.0,2018-04-08,2024-08-07,4.6,4.8,4.6,4.2,4.8,5.0,4.6,,f,8,8,0,0,0.06
729,21779767,https://www.airbnb.com/rooms/21779767,20250619031426,2025-06-19,city scrape,BACK BAY ONE BEDROOM ON COMMONWEALTH AVE-MONTHLY,One bedroom in the Back Bay on Commonwealth Ave.  Laundry in building. One street over from Newbury Street.,,https://a0.muscache.com/pictures/a884cca9-d1e6-438c-adda-ae54bc9fe855.jpg,155595193,https://www.airbnb.com/users/show/155595193,Michelle,2017-10-21,"Newburyport, MA",,within a day,60%,27%,f,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_x_medium,Back Bay,11,16,['phone'],t,t,,Back Bay,,42.35078,-71.08389,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Washer"", ""Smoke alarm"", ""Dishes and silverware"", ""Elevator"", ""Oven"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Microwave"", ""Hair dryer"", ""Refrigerator"", ""Fire extinguisher"", ""TV"", ""Dishwasher"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Stove"", ""Coffee maker""]",$130.00,32,1125,32,32,1125,1125,32.0,1125.0,,t,17,47,61,240,2025-06-19,2,1,0,71,1,64,8320.0,2018-08-31,2024-12-23,4.5,4.0,4.5,5.0,4.5,5.0,4.0,,f,8,8,0,0,0.02
734,21815325,https://www.airbnb.com/rooms/21815325,20250619031426,2025-06-19,city scrape,"WaterfrontM (North End)-MGH, SUBWAY, RESTAURANTS",Large studio apt -tastefully decorated w/breakfast counter.,,https://a0.muscache.com/pictures/127a75ae-8acb-4d49-b52f-cb19685f7366.jpg,155595193,https://www.airbnb.com/users/show/155595193,Michelle,2017-10-21,"Newburyport, MA",,within a day,60%,27%,f,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6f43c46c-379d-430b-aebf-cf051439e1c9.jpg?aki_policy=profile_x_medium,Back Bay,11,16,['phone'],t,t,,North End,,42.36571,-71.05065,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Essentials"", ""Washer"", ""Air conditioning"", ""Smoke alarm"", ""Dedicated workspace"", ""Self check-in"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Refrigerator"", ""Lockbox"", ""TV"", ""Dryer"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Coffee maker""]",$185.00,32,1125,32,32,1125,1125,32.0,1125.0,,t,19,19,25,300,2025-06-19,0,0,0,131,0,0,0.0,,,,,,,,,,,f,8,8,0,0,
773,23183205,https://www.airbnb.com/rooms/23183205,20250619031426,2025-06-19,city scrape,The Brownstone Nook  -in Prestigious Back Bay Area,"BACK BAY studio apartment on prestigious Marlborough St close to hospitals.<br />Apartment has a queen mahogany murphy bed, breakfast bar,  and stainless steel appliances.<br />Walk to all Boston has to offer.  You can walk Newbury St, the subway, Boylston St, Copley Place, Boston Public Garden, downtown, North End, South End, Fenway Park and so much more.",,https://a0.muscache.com/pictures/31545601-14fe-47e1-8d4e-2887a6b84de8.jpg,38997,https://www.airbnb.com/users/show/38997,Michelle,2009-09-16,,,within a few hours,93%,53%,t,https://a0.muscache.com/im/pictures/user/134447ef-915a-418a-8370-afe9642591f8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/134447ef-915a-418a-8370-afe9642591f8.jpg?aki_policy=profile_x_medium,Back Bay,21,29,"['email', 'phone']",t,t,,Back Bay,,42.34942,-71.08831,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Wine glasses"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Dishes and silverware"", ""Paid washer \u2013 In building"", ""Hot water kettle"", ""Paid dryer \u2013 In building"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""TV with standard cable"", ""Hair dryer"", ""Freezer"", ""Refrigerator"", ""Fire extinguisher"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Toaster"", ""Hangers"", ""Coffee maker""]",$100.00,91,1125,91,91,1125,1125,91.0,1125.0,,t,30,60,90,365,2025-06-19,0,0,0,196,0,0,0.0,,,,,,,,,,,f,12,12,0,0,
790,23412602,https://www.airbnb.com/rooms/23412602,20250619031426,2025-06-19,previous scrape,Sunny Studio in the Heart of Fenway,"Welcome to the heart of Fenway. With modern amenities and contemporary decor, you'll be living comfortably and in style. Some of the best restaurants in the city are mere footsteps away, and if you feel like cooking, there's a Whole Foods right down the street. For those athletic types, there's a BSC gym and the acclaimed Down Under Yoga studio within a 5 minute walk. <br /><br />And if you're a fan of natural light, you'll be in for a treat. Panoramic windows give you an incredible view of the area.","Fenway is one of the fastest growing neighborhoods in Boston. It is situated south of Boston University, and has many of the best restaurants in the city. A movie theater is down the street, there are many cafes to do work in or enjoy a pastry and cup of coffee. The Esplanade is a 10-minute walk away from the apartment and is perfect for relaxing and sunbathing. The view of the Charles River on the Esplanade is also stunning, especially during sunset.",https://a0.muscache.com/pictures/650af89c-ddee-4764-b73e-4a897e5b99c4.jpg,150612456,https://www.airbnb.com/users/show/150612456,Michelle,2017-09-14,"Nassau, Bahamas",,,,,f,https://a0.muscache.com/im/pictures/user/5edd0588-7e37-4959-af46-c5863307abf8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5edd0588-7e37-4959-af46-c5863307abf8.jpg?aki_policy=profile_x_medium,Fenway/Kenmore,1,1,"['email', 'phone']",t,f,Neighborhood highlights,Fenway,,42.34687,-71.10553,Entire rental unit,Entire home/apt,4,,1 bath,,,"[""Essentials"", ""Washer"", ""Air conditioning"", ""Smoke alarm"", ""Elevator"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Host greets you"", ""Shampoo"", ""Hair dryer"", ""TV"", ""Dryer"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Free street parking""]",,91,1124,91,91,1124,1124,91.0,1124.0,,,0,0,0,0,2025-06-19,2,0,0,0,0,0,,2018-08-19,2018-08-22,5.0,4.5,4.5,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.02
801,23668146,https://www.airbnb.com/rooms/23668146,20250619031426,2025-06-19,city scrape,#102 Boston private AC BR 全楼禁烟厨具齐全适長住,"This is first floor room in our building. Full size bed plus a Long couch. <br /><br />Supper firm full size bed with all new comforter and sheet.<br />Newly installed central heating<br />and AC. <br /><br />1) there are four bedrooms ,  4-5 people in this share two bedrooms <br />2) full equipped kitchen.  Dishwasher; microwave; toaster; coffee machine; water heater; <br /><br />3) keyless front door entry & own private room key;<br />4) this price for one person; 2nd person $15 per night extra.","Umass Boston , South Bay shopping center  .NEU students",https://a0.muscache.com/pictures/fc6bf50c-6de6-4eb9-bc42-a1f8be038631.jpg,105851798,https://www.airbnb.com/users/show/105851798,Anne,2016-12-01,"Boston, MA","我叫Anne Wang，來自中國歷史文化名城——西安，大學主修旅遊英語與會計，曾在國內從事翻譯工作。自1995年移居美國後，我從事過外貿進口業務、會計及客戶服務等工作，現已退休。

如今，我專注經營Airbnb多年，非常喜愛這個能將語言優勢與熱情好客相結合的平台，為來自世界各地的旅人提供舒適、安心的住宿體驗。

我的家是一座溫馨的花園別墅，擁有一個美麗的庭院、涼亭（gazebo）和戶外燒烤區，是放鬆身心或與親友共享晚餐的理想場所。房源整潔舒適，注重細節，讓人有賓至如歸的感覺。

我熱愛烹飪，尤其擅長製作家鄉陝西的傳統麵食，例如羊肉泡饃、擀麵皮、餃子、湯圓與粽子等。未來也計劃為有興趣的房客開設中餐文化體驗小課堂，一起分享中華美食的魅力與製作技巧。

期待在我的家中與您相遇，讓您的旅程更加溫馨與難忘！
You may translate this above me from Chinese to your language, due to 450 words limited .",within an hour,100%,99%,,https://a0.muscache.com/im/pictures/user/1b571b66-1b97-4e4f-8381-dd774e82b4b0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1b571b66-1b97-4e4f-8381-dd774e82b4b0.jpg?aki_policy=profile_x_medium,Dorchester,24,30,"['email', 'phone']",t,t,Neighborhood highlights,Dorchester,,42.30949,-71.06576,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,2.0,"[""Essentials"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Paid washer \u2013 In building"", ""Self check-in"", ""Paid dryer \u2013 In building"", ""Oven"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Microwave"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Kenmore gas stove"", ""Garden view"", ""Refrigerator"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Dishwasher"", ""Keypad"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""First aid kit"", ""Hangers"", ""Single level home"", ""Exterior security cameras on property"", ""Coffee maker"", ""Free parking on premises"", ""Central air conditioning"", ""Free street parking""]",$53.00,29,180,29,29,1125,1125,29.0,1125.0,,t,30,60,90,365,2025-06-19,44,2,0,196,1,116,6148.0,2018-03-17,2025-04-25,4.7,4.7,4.59,4.91,4.91,4.11,4.52,,f,12,0,12,0,0.5
